bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,,
403,Americana,Don DeLillo,3.43,140119485,9780140119480,eng,377,393,55,7/6/1989,Penguin Books,,
404,Running Dog,Don DeLillo,3.43,679722947,9780679722946,eng,256,1356,72,7/17/1989,Vintage Contemporaries,,
406,Cosmopolis,Don DeLillo,3.22,743244257,9780743244251,eng,224,460,41,4/6/2004,Scribner,,
407,Great Jones Street,Don DeLillo,3.48,140179178,9780140179170,eng,272,2492,145,1/1/1994,Penguin Books,,
408,The Names,Don DeLillo,3.64,679722955,9780679722953,eng,339,3100,212,7/17/1989,Vintage,,
409,Against the Day,Thomas Pynchon,4.13,159420120X,9781594201202,eng,1085,5296,587,11/21/2006,Penguin Press,,
410,V.,Thomas Pynchon,3.96,60930217,9780060930219,eng,547,1415,177,7/5/2005,Harper Perennial Modern Classics,,
411,The Crying of Lot 49,Thomas Pynchon,3.69,60931671,9780060931674,eng,152,2161,230,4/1/1999,Harper Perennial,,
412,Gravity's Rainbow,Thomas Pynchon,4.01,140283382,9780140283389,eng,784,762,213,1/1/2000,Penguin Books,,
413,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,312423209,9780312423209,eng,773,8086,602,1/3/2004,Picador USA,,
414,Vineland,Thomas Pynchon,3.69,141180633,9780141180632,en-US,385,702,69,9/1/1997,Penguin Classics,,
415,Gravity's Rainbow,Thomas Pynchon,4.01,143039946,9780143039945,eng,776,29764,2164,10/31/2006,Penguin Books,,
416,Slow Learner: Early Stories,Thomas Pynchon,3.50,316724432,9780316724432,eng,193,334,34,4/30/1985,Back Bay Books,,
418,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.80,140189300,9780140189308,eng,352,2473,220,8/29/1996,Penguin Classics,,
420,The Year of Magical Thinking,Joan Didion,3.89,140004314X,9781400043149,en-US,227,2656,336,10/4/2005,Knopf Publishing Group,,
421,The White Album,Joan Didion,4.17,374522219,9780374522216,eng,222,11889,738,10/1/1990,Farrar Straus Giroux,,
422,A Book of Common Prayer,Joan Didion,3.80,679754865,9780679754862,eng,272,2962,255,4/11/1995,Vintage International,,
423,Where I Was From,Joan Didion,3.86,679752862,9780679752868,eng,240,2842,292,9/14/2004,Vintage,,
424,Slouching Towards Bethlehem,Joan Didion,4.21,374521727,9780374521721,eng,238,26934,1825,10/1/1990,Farrar Straus Giroux,,
425,Democracy,Joan Didion,3.81,679754857,9780679754855,en-US,234,2070,169,4/25/1995,Vintage International,,
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.50,307264874,9780307264879,eng,1122,1564,108,10/17/2006,Everyman's Library,,
428,Play It As It Lays,Joan Didion/David Thomson,3.87,374529949,9780374529949,eng,231,23656,1706,11/15/2005,Farrar  Straus and Giroux,,
431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,143039830,9780143039839,eng,308,43200,1873,3/28/2006,Penguin Classics,,
432,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,140097317,9780140097313,eng,203,12410,734,4/7/1987,Penguin Books,,
434,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9780140097351,eng,96,3672,195,7/7/1987,Penguin Books,,
435,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,940650762,9780940650763,eng,179,2998,164,11/1/1986,Sun and Moon Press,,
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,963188925,9780963188922,eng,256,74,2,1/1/1995,Sky Books (NY),,
446,The Brooklyn Follies,Paul Auster,3.84,312426232,9780312426231,eng,306,17977,1157,10/17/2006,Picador,,
447,Moon Palace,Paul Auster,3.94,140115854,9780140115857,eng,320,16099,503,4/1/1990,Penguin Books,,
453,The Music of Chance,Paul Auster,3.90,140154078,9780140154078,en-US,217,361,36,12/1/1991,Penguin Books,,
454,Travels in the Scriptorium,Paul Auster,3.23,805081453,9780805081459,eng,145,6688,562,1/23/2007,Henry Holt & Company,,
456,Leviathan,Paul Auster,3.96,140178139,9780140178135,eng,275,11744,443,9/1/1993,Penguin Books,,
463,The Red Notebook: True Stories,Paul Auster,3.77,811214982,9780811214988,eng,104,2390,120,6/17/2002,New Directions,,
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,2742741461,9782742741465,fre,1075,21,1,11/7/2002,Actes Sud,,
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,143036556,9780143036555,eng,608,52522,2780,12/27/2005,Penguin Books Ltd. (London),,
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.40,446579785,9780446579780,en-US,211,213,26,2/1/2006,Business Plus,,
477,Collapse of Complex Societies,Joseph A. Tainter,4.15,052138673X,9780521386739,eng,262,719,86,3/29/1990,Cambridge University Press,,
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.80,743203046,9780743203043,eng,544,4762,512,8/7/2001,Simon  Schuster,,
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,034543871X,9780345438713,eng,272,62,4,1/29/2002,Ballantine Books,,
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,393318281,9780393318289,eng,576,278,20,9/17/1998,W. W. Norton  Company,,
493,My Inventions,Nikola Tesla,4.01,1599869942,9781599869940,eng,88,2862,262,5/17/2006,Filiquarian Publishing  LLC.,,
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,806519606,9780806519609,eng,542,2829,334,2/1/2001,Citadel,,
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,822549204,9780822549208,eng,144,105,5,10/1/1994,Lerner Publications,,
498,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,932813860,9780932813862,eng,100,102,2,12/1/2000,Adventures Unlimited Press,,
511,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,373792689,9780373792689,eng,249,478,12,6/27/2006,Harlequin Blaze,,
515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,974514055,9780974514055,en-US,828,1577,49,10/11/2004,Pragmatic Bookshelf,,
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,764585975,9780764585975,eng,112,73,8,6/13/2000,Cliffs Notes,,
524,Lord of the Flies,William Golding,3.68,307281701,9780307281708,eng,6,408,96,10/11/2005,Listening Library (Audio),,
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,812969707,9780812969702,eng,397,1693,100,9/12/2006,Random House,,
534,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,60255080,9780060255084,eng,216,1,0,1/1/1989,HarperCollins Publishers,,
537,The Lovely Bones,Alice Sebold,3.81,330485385,9780330485388,en-GB,328,6485,966,6/1/2003,Picador,,
538,The Lovely Bones,Alice Sebold,3.81,159413023X,9781594130236,en-US,532,367,73,4/1/2004,Large Print Press,,
539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.80,345360354,9780345360359,eng,224,1371,43,5/13/1990,Ballantine Books,,
565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,321303474,785342303476,en-US,296,793,28,2/17/2005,Peachpit Press,,
570,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.80,321430840,9780321430847,en-US,456,549,42,8/1/2006,Peachpit Press,,
576,1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,3822840858,9783822840856,mul,575,288,31,5/15/2005,Taschen,,
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,743264460,9780743264464,eng,245,26381,1109,6/13/2006,Scribner,,
599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,743236017,9780743236010,eng,272,62089,3324,7/2/2004,Scribner,,
619,Vice (V  #8),Jane Feather,3.51,553572490,9780553572490,eng,419,474,19,5/2/1996,Bantam,,
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,60589469,9780060589462,eng,540,166046,6446,4/25/2006,HarperTorch,,
639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,802789471,9780802789471,eng,32,1773,274,4/1/2005,Walker & Company,,
642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,688060692,9780688060695,en-GB,408,286,10,11/19/1990,William Morrow Paperbacks,,
643,Motorcycle Basics Techbook,John Harold Haynes,3.85,185960515X,9781859605158,eng,222,40,2,7/5/2002,Haynes Manuals N. America  Inc.,,
650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,1592530877,9781592530878,eng,191,27,0,9/1/2004,Rockport Publishers,,
655,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,451528808,9780451528803,eng,304,7300,266,4/1/2003,Signet Classics,,
656,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,192833987,9780192833983,eng,1392,211671,6245,6/25/1998,Oxford University Press,,
658,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,486451380,9780486451381,eng,352,2403,210,9/8/2006,Dover Publications,,
662,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,452011876,9780452011878,eng,1168,322483,14702,8/1/1999,Plume,,
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,451163087,9780451163080,eng,224,2750,108,12/1/1963,Signet Book,,
664,The Fountainhead,Ayn Rand,3.87,452286751,9780452286757,en-US,752,1886,229,4/26/2005,Dutton,,
665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,451163931,9780451163936,eng,176,11462,467,11/1/1964,Signet,,
667,Anthem,Ayn Rand,3.63,452281253,9780452281257,eng,105,110952,7277,12/1/1999,NAL,,
668,We the Living,Ayn Rand/Leonard Peikoff,3.91,451187849,9780451187840,eng,464,23199,1086,1/1/1996,Signet,,
669,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,451147952,9780451147950,eng,340,3501,153,7/15/1986,Signet,,
670,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,452274044,9780452274044,eng,681,18,2,2/1/1997,NAL,,
672,Sailing for Dummies,J.J. Isler/Peter Isler,3.95,471791431,9780471791430,eng,416,150,7,6/1/2006,For Dummies,,
675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,553803816,9780553803815,eng,368,646,83,7/25/2006,Delacorte Press,,
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,375755195,9780375755194,eng,192,12180,630,9/17/2002,Random House Trade Paperbacks,,
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,1592283195,9781592283194,eng,286,51,5,4/1/2004,Lyons Press,,
681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,975599518,9780975599518,en-US,571,1601,284,1/1/2004,Alliance Publishing,,
685,The Natural,Bernard Malamud/Kevin Baker,3.63,374502005,9780374502003,eng,231,8854,672,7/7/2003,Farrar Straus Giroux,,
698,Digging to America,Anne Tyler,3.55,307263940,9780307263940,eng,277,17155,1841,5/2/2006,Alfred A. Knopf,,
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,312405545,9780312405540,eng,826,44,3,1/21/2004,Bedford Books,,
702,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,9780195170139,en-US,528,234,11,10/7/2004,Oxford University Press  USA,,
703,The Plot Against America,Philip Roth,3.77,1400079497,9781400079490,eng,391,33321,2925,9/27/2005,Vintage International,,
707,Naked Pictures of Famous People,Jon   Stewart,3.59,688171621,9780688171629,en-GB,164,8703,417,9/22/1999,Dey Street Books,,
759,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,9780060932688,eng,352,6375,179,5/13/2008,Harper Perennial Modern Classics,,
762,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,1400034957,9781400034956,spa,118,7888,411,10/14/2003,Vintage Espanol,,
763,Cien años de soledad,Gabriel García Márquez,4.07,307350428,9780307350428,spa,496,130,5,2/7/2006,Plaza y Janes,,
764,Del amor y otros demonios,Gabriel García Márquez,3.98,307350444,9780307350442,spa,176,4508,278,2/7/2006,Plaza y Janes,,
765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,9781400034543,eng,533,397,47,10/12/2004,Vintage,,
766,Memoria de mis putas tristes,Gabriel García Márquez,3.60,1400095808,9781400095803,spa,112,5856,377,10/19/2004,Vintage Espanol,,
771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,375708111,9780375708114,eng,425,32569,1058,9/2/2004,Vintage Books USA,,
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,086171492X,9780861714926,eng,288,37,6,5/15/2005,Wisdom Publications,,
787,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,184353584X,9781843535843,eng,363,1,0,4/1/2006,Rough Guides,,
793,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,1740594770,9781740594776,eng,128,11,0,9/1/2004,Lonely Planet,,
797,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,8408064762,9788408064763,spa,480,0,0,5/1/2006,Geoplaneta,,
799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0.00,1740592050,9781740592055,eng,295,0,0,9/1/2001,Lonely Planet,,
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,618710531,9780618710539,eng,287,6870,237,4/4/2006,Mariner Books,,
816,Cryptonomicon,Neal Stephenson,4.25,60512806,9780060512804,eng,1139,83184,4249,11/1/2002,Avon,,
821,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.10,2228894168,9782228894166,fre,418,5,0,3/31/2001,Payot,,
822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,60733357,9780060733353,en-US,815,19320,565,6/14/2005,William Morrow Paperbacks,,
823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,60593083,9780060593087,eng,927,30872,1735,9/21/2004,HarperCollins Perennial,,
824,The Cobweb,Neal Stephenson/J. Frederick George,3.61,553383442,9780553383447,eng,448,2465,137,5/31/2005,Spectra Books,,
826,The Big U,Neal Stephenson,3.25,380816032,9780380816033,en-US,308,4657,223,2/6/2001,William Morrow Paperbacks,,
827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,553380966,9780553380965,eng,499,71042,2767,5/2/2000,Spectra,,
828,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,553383434,9780553383430,eng,640,4731,270,5/31/2005,Spectra,,
829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.20,60833181,9780060833183,en-US,464,1567,65,3/28/2006,HarperTorch,,
830,Snow Crash,Neal Stephenson/Guy Abadia,4.03,553380958,9780553380958,eng,438,188100,6612,8/2/2000,Bantam Books,,
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,1880685353,9781880685358,eng,450,1474,30,6/1/2005,Two Plus Two Publishing LLC,,
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,1880685337,9781880685334,eng,381,1929,72,12/1/2004,Two Plus Two Publishing LLC,,
840,The Design of Everyday Things,Donald A. Norman,4.17,465067107,9780465067107,eng,240,18602,1379,9/19/2002,Basic Books,,
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,465051367,9780465051366,eng,272,3702,149,5/11/2005,Basic Books,,
842,The Psychology of Everyday Things,Donald A. Norman,4.17,465067093,9780465067091,eng,257,265,31,6/13/1988,Basic Books,,
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,898709199,9780898709193,en-GB,259,51,7,4/30/2006,Ignatius Press,,
864,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,60887966,9780060887964,eng,192,920,76,5/2/2006,HarperOne,,
865,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,61122416,9780061122415,eng,197,1631221,55843,5/1/1993,HarperCollins,,
866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,142150460X,9781421504605,eng,192,9013,153,9/19/2006,VIZ Media LLC,,
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,1591169259,9781591169253,eng,192,16666,299,9/13/2005,VIZ Media LLC,,
869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,1421504596,9781421504599,eng,192,11451,161,7/18/2006,VIZ Media LLC,,
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.50,1591169208,9781591169208,eng,192,111091,1427,5/3/2005,VIZ Media LLC,,
871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,1591169291,9781591169291,eng,200,10752,294,11/8/2005,VIZ Media LLC,,
872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,006019250X,9780060192501,en-US,198,251,32,11/1/1998,HarperCollins Publishers,,
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,1591169232,9781591169239,eng,192,14923,419,7/5/2005,VIZ Media LLC,,
880,Pompeii,Robert   Harris,3.82,812974611,9780812974614,eng,274,26922,1726,11/8/2005,Random House Trade Paperbacks,,
888,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.60,158715739X,9781587157394,eng,360,1156,68,12/3/2002,Borgo Press,,
890,Of Mice and Men,John Steinbeck,3.87,142000671,9780142000670,eng,103,1755253,25554,1/8/2002,Penguin Books,,
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,60554738,9780060554736,en-US,464,20529,1592,9/6/2005,It Books,,
902,The Westing Game,Ellen Raskin,4.02,014240120X,9780142401200,eng,182,142121,8782,4/12/2004,Puffin,,
903,The Egypt Game,Zilpha Keatley Snyder,3.83,808553038,9780808553038,eng,215,30231,1130,7/7/2009,Turtleback Books,,
929,Memoirs of a Geisha,Arthur Golden,4.11,1400096898,9781400096893,eng,503,280309,3703,11/22/2005,Vintage Books USA,,
930,Memoirs of a Geisha,Arthur Golden,4.11,739326228,9780739326220,eng,434,1301083,19296,11/15/2005,Random House Large Print Publishing,,
931,Memoirs of a Geisha,Arthur Golden,4.11,99498189,9780099498186,en-US,497,2122,256,12/1/2005,Vintage,,
932,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,1557046832,9781557046833,eng,144,145,8,10/20/2005,Newmarket Press,,
933,Memoirs of a Geisha,Arthur Golden,4.11,99771519,9780099771517,eng,497,4189,462,6/4/1998,Vintage,,
935,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,074343059X,9780743430593,eng,334,1556,158,5/6/2003,Pocket Books,,
941,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,1932664394,9781932664393,eng,58,9,2,2/1/2006,Oni Press,,
944,Jungle Love,Margaret Johnson/Philip Prowse,3.41,521750849,9780521750844,eng,95,59,7,8/1/2002,Cambridge University Press,,
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.70,802415318,9780802415318,eng,0,22,4,1/1/2005,Moody Publishers,,
960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,1416524797,9781416524793,eng,736,2418736,21303,4/1/2006,Pocket Books,,
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,849561877X,9788495618771,spa,508,196,20,12/1/2005,Umbriel,,
966,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,972859896,9780972859899,spa,18,65,7,12/1/2005,FonoLibro,,
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,307277674,9780307277671,eng,489,1679706,35877,3/28/2006,Anchor,,
969,The Da Vinci Code,Dan Brown,3.84,076792603X,9780767926034,eng,467,1120,105,3/28/2006,Broadway Books,,
972,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,2266144340,9782266144346,fre,744,377,16,5/3/2005,Pocket,,
975,Deception Point,Dan Brown,3.71,1416524800,9781416524809,eng,736,4919,410,4/1/2006,Pocket Books,,
977,Deception Point,Dan Brown,3.71,552151769,9780552151764,eng,585,3353,183,5/1/2004,Corgi Books,,
980,Deception Point,Dan Brown,3.71,593055071,9780593055076,eng,448,61,4,8/1/2005,Bantam Press,,
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,9780786016068,eng,383,456,41,2/1/2005,Pinnacle,,
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,671015206,9780671015206,eng,258,61760,2600,10/1/1998,Gallery Books,,
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,9781585424337,eng,320,88897,2334,9/1/2005,Tarcherperigee,,
1007,Think and Grow Rich,Napoleon Hill,4.18,1932429239,9781932429237,eng,368,48,9,8/7/2004,High Roads Media,,
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,977616657,9780977616657,eng,256,173,14,6/7/2006,Pragmatic Bookshelf,,
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907,9781563410901,en-US,288,253,17,6/1/2005,Firebrand Books,,
1032,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,345479173,9780345479174,en-US,384,12748,948,12/28/2004,Ballantine Books,,
1052,The Richest Man in Babylon,George S. Clason,4.26,451205367,9780451205360,eng,194,76451,3400,2/1/2008,Berkley Books,,
1053,The Richest Man in Babylon,George S. Clason,4.26,1419349996,9781419349997,eng,4,86,15,6/17/2005,Recorded Books  Inc.,,
1059,Shibumi,Trevanian/Gisela Stege,4.21,1400098033,9781400098033,eng,480,9498,637,5/10/2005,Broadway Books,,
1067,1776,David McCullough,4.07,743226720,9780743226721,eng,386,166916,6243,7/4/2006,Simon  Schuster,,
1068,1776,Peter  Stone/Sherman Edwards,4.22,140481397,9780140481396,eng,192,1299,30,11/18/1976,Penguin Books,,
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,226014908,9780226014906,eng,284,31,5,7/15/2000,University of Chicago Press,,
1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,9781416500186,eng,418,200744,7656,3/4/2009,Howard Publishing Co,,
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,310258979,9780310258971,eng,5,26,2,3/15/2005,Zondervan,,
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582,9780060838584,eng,399,190039,4922,7/5/2005,Harper Perennial,,
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,9780141006871,eng,384,811,77,4/4/2002,Penguin Books,,
1103,Snow Flower and the Secret Fan,Lisa See,4.07,812968069,9780812968064,eng,269,297533,14935,2/21/2006,Random House,,
1110,The Broker,John Grisham,3.78,385340540,9780385340540,eng,422,72361,2334,9/26/2006,Delta,,
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,394720245,9780394720241,eng,1344,11208,1237,7/12/1975,Vintage,,
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,345480600,9780345480606,eng,320,28,1,7/25/2006,Ballantine Books,,
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,60193395,9780060193393,en-US,201,3877,275,6/10/1999,HarperCollins Publishers  Inc.,,
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,1579546013,9781579546014,en-US,288,401,63,4/1/2005,Rodale Books,,
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,972018417,9780972018418,eng,405,814,51,11/26/2003,High Point Media,,
1130,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,471743674,9780471743675,en-US,245,228,16,10/1/2005,John Wiley & Sons,,
