bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,,
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,471430455,9780471430452,eng,432,39,1,4/18/2003,Wiley,,
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,805431578,9780805431575,eng,368,26,8,5/15/2005,B Books,,
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,679838864,9780679838869,en-US,68,11178,623,2/16/1993,Random House Books for Young Readers,,
1169,Monkey Business,Sarah Mlynowski,3.67,373250711,9780373250714,eng,392,3379,67,9/24/2004,Red Dress Ink,,
1171,Liar's Poker,Michael   Lewis,4.15,140143459,9780140143454,eng,256,22843,936,10/1/1990,Penguin Books,,
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,802732291,9780802732293,eng,214,13,1,6/1/1993,Walker & Company,,
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,1841721476,694055000612,eng,64,8,2,3/1/2001,Ryland Peters & Small,,
1191,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,030723827X,9780307238276,eng,256,14103,74,4/4/2006,Clarkson Potter,,
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,1400052580,9781400052585,eng,256,40125,217,2/22/2005,Clarkson Potter,,
1193,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,307346587,9780307346582,eng,240,8822,55,4/3/2007,Clarkson Potter,,
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,1400052386,9781400052387,eng,256,3697,34,9/26/2006,Clarkson Potter,,
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,609609971,9780609609972,eng,304,1426,16,3/25/2003,Clarkson Potter Publishers,,
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,1400052378,9781400052370,eng,287,275,15,10/1/2004,Clarkson Potter Publishers,,
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,61234001,9780061234002,eng,320,628745,13034,10/17/2006,William Morrow,,
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,8466625127,9788466625128,spa,250,193,23,8/1/2006,Ediciones B,,
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,61245135,9780061245138,en-US,496,98,5,12/8/2006,Harper,,
1218,The Last Assassin (John Rain  #5),Barry Eisler,4.27,399153594,9780399153594,eng,338,189,25,6/1/2006,Putnam Publishing Group,,
1226,Life of Pi,Yann Martel,3.91,156030209,9780156030205,en-US,401,4318,668,5/3/2004,Mariner Books / Harvest Books,,
1230,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,828808392,9780828808392,fre,448,177,26,11/24/2005,Gallimard,,
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,140285970,9780140285970,eng,400,102,8,9/1/1999,Penguin Books,,
1241,A Million Little Pieces,James Frey,3.65,307276902,9780307276902,eng,515,206011,10821,9/22/2005,Anchor Books,,
1242,A Million Little Pieces of Feces,Python Bonkers,3.56,1411677315,9781411677319,en-US,256,43,6,2/10/2006,Lulu.com,,
1243,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,61171468,9780061171468,en-US,191,201,24,3/28/2006,William Morrow Paperbacks,,
1246,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,787968331,9780787968335,en-US,458,873,40,8/7/2003,Jossey-Bass,,
1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,446394599,9780446394598,eng,193,5354,281,2/1/1993,Business Plus,,
1255,Leadership in Organizations,Gary Yukl,3.68,131494848,9780131494848,en-GB,542,55,4,7/7/2005,Prentice Hall,,
1265,Leadership,Rudolph W. Giuliani,3.72,316861014,9780316861014,eng,397,1820,147,10/1/2002,Little  Brown,,
1274,Men Are from Mars  Women Are from Venus,John Gray,3.55,60574216,9780060574215,eng,368,132062,3303,4/3/2012,Harper Paperbacks,,
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,60192771,9780060192778,en-US,368,18,1,10/21/1998,Harper,,
1281,Men Are from Mars  Women Are from Venus,John Gray,3.55,006123205X,9780061232053,eng,2,43,3,4/3/2007,HarperAudio,,
1290,How to Succeed with Women,Ron  Louis/David Copeland,3.76,735200300,9780735200302,en-US,320,82,13,10/29/1998,Prentice Hall Press,,
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,553381679,9780553381672,eng,512,184418,4432,6/25/2002,Bantam,,
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,517542021,9780517542026,eng,468,495,67,5/4/1980,Crown Publishing Group,,
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,393324818,9780393324815,eng,317,85094,4155,3/17/2004,W. W. Norton  Company,,
1302,Juiced Official Strategy Guide,Doug Walsh,0.00,744005612,9780744005615,eng,112,0,0,6/1/2005,BradyGames,,
1303,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,140280197,9780140280197,eng,452,60946,3167,9/1/2000,Penguin (Business),,
1305,Gates of Fire,Steven Pressfield,4.42,055338368X,9780553383683,eng,392,21934,1629,9/27/2005,Bantam,,
1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,553295411,9780553295412,eng,414,16312,175,3/1/1992,Spectra Books,,
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,812590104,9780812590104,en-US,721,146,4,6/18/2001,Tor Classics,,
1315,The Afghan Campaign,Steven Pressfield,3.96,038551641X,9780385516419,eng,354,3002,198,7/1/2006,Doubleday Books,,
1317,Tides of War,Steven Pressfield,3.90,553381393,9780553381399,eng,448,3422,157,8/28/2001,Bantam,,
1318,Last of the Amazons,Steven Pressfield,3.76,553382047,9780553382044,eng,400,2138,125,7/1/2003,Bantam,,
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4.00,446691437,9780446691437,eng,168,53653,4702,4/1/2003,Warner Books,,
1320,Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,826413013,9780826413017,en-US,176,14,2,5/30/2002,Continuum,,
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,811701646,9780811701648,eng,340,85,6,4/24/2006,Stackpole Books,,
1326,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.10,140442758,9780140442755,en-US,160,226,20,1/30/1973,Penguin Classics,,
1327,Phaedrus,Plato/Robin Waterfield,3.92,192802771,9780192802774,eng,128,29,6,1/16/2003,Oxford University Press  USA,,
1328,Phaedrus,Plato/C.J. Rowe,3.92,140449744,9780140449747,eng,176,236,22,8/25/2005,Penguin Classics,,
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,879756322,9780879756321,eng,157,14,0,12/1/1991,Prometheus Books,,
1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.50,189031823X,9781890318239,eng,125,26,4,2/11/2019,St. Augustines Press,,
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,872207889,9780872207882,eng,272,154,4,6/15/2006,Hackett Publishing Company  Inc.,,
1342,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,801435307,9780801435300,eng,233,18,1,9/1/1998,Cornell University Press,,
1351,Statesman,Plato/C.J. Rowe,3.85,872204626,9780872204621,eng,128,28,7,3/15/1999,Hackett Publishing Company  Inc.,,
1354,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,140449043,9780140449044,en-GB,208,8186,198,1/29/2004,Penguin Classics,,
1362,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140449086,9780140449082,eng,716,34727,597,1/30/2003,Penguin Books,,
1363,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140446389,9780140446388,eng,622,227,18,9/1/1954,Penguin Classics,,
1364,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,879757779,9780879757779,en-US,613,2,0,11/1/1992,Prometheus Books,,
1365,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,192824252,9780192824257,eng,772,271,41,11/19/1998,Oxford University Press,,
1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,140440348,9780140440348,en-US,653,143,17,8/30/1970,Penguin Classics,,
1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,393959465,9780393959468,en-US,464,40,5,1/17/1992,W.W. Norton & Company,,
1368,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,375400613,9780375400612,en-US,816,132,10,3/25/1997,Everyman's Library 234,,
1369,The History,Herodotus/Peter Grene,3.99,226327701,9780226327709,en-US,710,36,6,3/14/1987,University of Chicago Press,,
1371,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,140275363,9780140275360,eng,683,288792,3423,4/29/1999,Penguin Classics,,
1373,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,872203522,9780872203525,en-US,574,1058,137,3/12/1997,Hackett Publishing Company  Inc.,,
1374,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,374529051,9780374529055,en-US,588,692,81,4/3/2004,Farrar  Straus and Giroux,,
1375,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,147712556,9780147712554,eng,1556,54939,380,11/1/1999,Penguin Classics,,
1376,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,140447946,9780140447941,eng,462,1919,118,1/30/2003,Penguin Classics,,
1377,The Iliad,Homer/W.H.D. Rouse,3.86,451527372,9780451527370,en-US,312,158,15,8/1/1999,Signet Classics,,
1378,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,872205428,9780872205420,en-US,216,212,18,9/15/2000,Hackett Publishing Company  Inc.,,
1381,The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,143039954,9780143039952,eng,541,760871,6557,11/30/2006,Penguin Classics,,
1382,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,374525749,9780374525743,eng,515,1713,179,11/5/1998,Farrar  Straus and Giroux,,
1383,The Odyssey,Homer/Richmond Lattimore,3.76,60931957,9780060931957,eng,374,1131,78,6/1/1999,Harper Perennial,,
1384,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,140449116,9780140449112,eng,324,2543,167,1/30/2003,Penguin Classics,,
1387,The Odyssey,Homer/W.H.D. Rouse,3.76,451527364,9780451527363,eng,304,262,24,8/1/1999,Signet Classics,,
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,086516584X,9780865165847,eng,161,69,6,1/1/2001,Bolchazy-Carducci Publishers,,
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,067499583X,9780674995833,mul,607,414,10,10/1/1999,Harvard University Press,,
1403,City Eclogue,Ed Roberson,4.13,1891190237,9781891190230,eng,136,67,7,1/30/2006,Atelos Press,,
1405,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.80,192837680,9780192837684,eng,180,259,15,9/2/1999,Oxford University Press,,
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,155832125X,9781558321250,eng,272,55,0,12/3/1997,Harvard Common Press,,
1417,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.50,141000589,9780141000589,eng,1808,578,25,11/7/2002,Viking,,
1419,The Complete Works,William Shakespeare,4.50,517092948,9780517092941,eng,1248,62,6,10/13/1991,Gramercy,,
1420,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,521618746,9780521618748,eng,289,609271,7139,8/1/2005,Cambridge University Press,,
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,1557831572,9781557831576,eng,137,8159,118,2/1/1994,Applause Books,,
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,006251279X,9780062512796,en-US,272,888,92,5/1/1995,HarperOne,,
1425,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,62513346,9780062513342,en-US,212,1204,79,9/28/1996,HarperOne,,
1426,Warrior of the Light,Paulo Coelho,3.70,60527986,9780060527983,en-US,142,22662,945,3/30/2004,HarperOne,,
1427,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,60832819,9780060832810,eng,336,58917,2575,7/3/2006,HarperOne,,
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,61122092,9780061122095,eng,208,70760,2702,5/23/2006,HarperOne,,
1429,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,60930136,9780060930134,en-US,256,1415,68,4/26/2000,HarperOne,,
1431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.70,61124265,9780061124266,eng,210,132064,5452,6/1/2006,Harper Perennial,,
1433,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,140714545,9780140714548,eng,148,1658,125,12/1/2001,Penguin Books,,
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,764586033,9780764586033,en-US,129,65,6,5/30/2000,Cliffs Notes,,
1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,764585681,9780764585685,eng,240,102,16,5/29/2000,Cliffs Notes,,
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,879232153,9780879232153,eng,450,489,57,3/24/2015,Nonpareil Books,,
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,674991206,9780674991200,mul,496,208,7,1/1/1919,Harvard University Press,,
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,872201686,9780872201682,eng,172,610,15,10/1/1993,Hackett Publishing Company  Inc.,,
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,674991222,9780674991224,mul,400,38,0,1/1/1921,Harvard University Press,,
1445,The Peloponnesian War,Thucydides/Steven Lattimore,3.90,872203948,9780872203945,eng,530,154,21,6/1/1998,Hackett Publishing Company  Inc.,,
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.90,393971678,9780393971675,eng,554,24,4,7/17/1998,W. W. Norton & Company,,
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,674991877,9780674991873,eng,480,35,0,1/1/1923,Harvard University Press,,
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.50,929524357,9780929524351,eng,34,2,0,1/30/1989,Bryn Mawr Commentaries,,
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,226307808,9780226307800,eng,221,4483,56,2/15/1955,University of Chicago Press,,
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,226307840,9780226307848,eng,228,3334,46,1/15/1969,University of Chicago Press,,
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,226307832,9780226307831,eng,307,560,8,11/15/1968,University of Chicago Press,,
1466,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.40,1590171802,9781590171806,eng,312,679,85,8/1/2006,New York Review of Books,,
1467,Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,553213636,9780553213638,en-US,432,1464,21,8/1/1990,Bantam Classics,,
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4.00,226307824,9780226307824,eng,255,541,15,1/15/1992,University of Chicago Press,,
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,226307816,9780226307817,eng,264,790,12,4/15/2002,University of Chicago Press,,
1473,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,140449299,9780140449297,eng,206,9197,120,3/27/2003,Penguin Books,,
1474,Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,674995600,9780674995604,mul,432,61,4,1/1/1994,Loeb Classical Library,,
1475,Medea,Euripides/Donald J. Mastronarde,3.87,521643864,9780521643863,grc,431,201,9,9/16/2002,Cambridge University Press,,
1476,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,140447261,9780140447262,eng,360,164,8,1/26/2006,Penguin Classics,,
1479,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,195125983,9780195125986,eng,160,154,13,2/22/2001,Oxford University Press  USA,,
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,413752801,9780413752802,eng,192,9,0,11/9/2000,Bloomsbury Methuen Drama,,
1486,The Trojan Women and Hippolytus,Euripides,3.63,486424626,9780486424620,eng,64,34,4,7/17/2002,Dover Publications,,
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,393325830,9780393325836,eng,128,116,6,7/17/2004,W. W. Norton  Company,,
1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.10,192832603,9780192832603,eng,282,158,2,12/20/2001,Oxford University Press,,
1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,674995333,9780674995338,mul,528,27,5,2/15/1995,Loeb Classical Library,,
1494,Alcestis,Euripides/William Arrowsmith,3.83,195061667,9780195061666,eng,142,1950,95,2/1/1990,Oxford University Press  USA,,
1495,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,067499566X,9780674995666,mul,464,30,4,9/1/1998,Loeb Classical Library,,
1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,195145666,9780195145663,eng,116,367,35,8/10/2006,Oxford University Press  USA,,
1504,Euripides: Medea,William Allan,4.04,071563187X,9780715631874,eng,160,23,1,10/31/2002,Bristol Classical Press,,
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.20,822004240,9780822004240,eng,69,5,0,9/13/1965,Cliffs Notes,,
1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03,674995740,9780674995741,mul,528,29,2,12/1/1999,Loeb Classical Library,,
1510,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,674996003,9780674996007,mul,605,25,3,6/15/2002,Loeb Classical Library,,
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03,715629948,9780715629949,eng,144,12,1,3/9/2006,Bristol Classical Press,,
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,226307662,9780226307664,eng,672,46,7,8/1/1992,University of Chicago Press,,
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,226307786,9780226307787,en-US,171,712,53,5/15/1969,University of Chicago Press,,
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.10,226307948,9780226307947,eng,188,389,26,2/1/1992,University of Chicago Press,,
1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,019513592X,9780195135923,eng,304,77,7,10/7/2004,Oxford University Press  USA,,
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,140443339,9780140443332,eng,335,28726,591,2/7/1984,Penguin Classics,,
1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,872203905,9780872203907,eng,224,303,21,9/15/1998,Hackett Publishing Company  Inc.,,
1523,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.10,140441123,9780140441123,eng,160,4303,62,8/30/1961,Penguin Books,,
1525,The Oresteia,Aeschylus/Ted Hughes,4.02,374527059,9780374527051,en-US,208,215,25,9/4/2004,Farrar  Straus and Giroux,,
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,081221627X,9780812216271,eng,178,12,3,11/1/1997,University of Pennsylvania Press,,
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.10,226307646,9780226307640,eng,358,74,7,8/1/1992,University of Chicago Press,,
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,521539811,9780521539814,eng,95,31,3,1/22/2004,Cambridge University Press,,
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,1400041929,9781400041923,eng,127,63,8,1/20/2004,Everyman's Library,,
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.10,812216717,9780812216714,en-GB,232,12,2,1/1/1998,University of Pennsylvania Press,,
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,486292428,9780486292427,eng,151,89,8,9/24/1996,Dover Publications,,
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.10,1419150014,9781419150012,eng,208,1,0,6/17/2004,Kessinger Publishing,,
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14,226307867,9780226307862,eng,254,5032,36,5/15/1969,University of Chicago Press,,
1537,The Oedipus Plays of Sophocles: Oedipus the King, Oedipus at Colonus, Antigone,Sophocles/Paul Roche,3.97,452011671,9780452011670,eng,288,553,46,5/1/1996,Plume
1538,The Complete Plays,Sophocles/Paul Roche,4.27,451527844,9780451527844,eng,420,2883,40,3/1/2001,New American Library,,
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97,015602764X,9780156027649,eng,259,45589,726,11/1/2002,Mariner Books,,
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97,140444254,9780140444254,eng,430,2979,288,1/3/2000,Penguin Books,,
1546,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97,872205851,9780872205857,en-US,304,109,7,3/15/2003,Hackett Publishing Company  Inc.,,
1547,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,3.97,679431322,9780679431329,en-US,223,52,3,10/18/1994,Alfred A. Knopf,,
1548,Electra and Other Plays,Sophocles/E.F. Watling,4.14,140440283,9780140440287,eng,218,135,9,4/30/1953,Penguin,,
1549,Antigone, Oedipus the Kingn, Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94,192835882,9780192835888,eng,178,13358,199,9/17/1998,Oxford University Press
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.70,1580495931,9781580495936,eng,75,141555,1776,6/22/2006,Prestwick House - (Literary Touchstone Classic),,
1555,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97,451621603,9780451621603,eng,390,8,1,9/1/1958,Signet Books (NY),,
1558,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.70,521617359,9780521617352,grc,214,218,1,8/1/2006,Cambridge University Press,,
1559,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.70,1416500332,9781416500339,eng,144,740,57,7/1/2005,Simon  Schuster,,
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,452007178,9780452007178,eng,624,6086,79,11/1/1984,Plume,,
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,3.94,415907446,9780415907446,eng,256,96,8,8/27/1996,Routledge,,
1562,The Complete Plays,Aristophanes/Moses Hadas,4.21,553213431,9780553213430,eng,577,1998,33,3/1/1984,Bantam Classics,,
